folio_recepcion,fecha_recepcion,estado_final_lm,count
2024222323,2024-05-20 10:09:00.000000,6,1
2024222325,2024-05-20 10:29:00.000000,3,1
2024222326,2024-05-20 09:09:00.000000,3,1
2024222328,2024-05-20 10:09:00.000000,6,1
2024222332,2024-05-20 10:15:00.000000,3,1
2024222335,2024-05-20 11:22:00.000000,3,1
2024222336,2024-05-20 00:03:00.000000,3,1
2024222338,2024-05-20 10:07:00.000000,3,1
2024222340,2024-05-20 11:43:00.000000,6,1
2024222341,2024-05-20 10:11:00.000000,3,1
2024222342,2024-05-20 09:28:00.000000,3,1
2024222344,2024-05-20 10:19:00.000000,6,1
2024222345,2024-05-20 09:38:00.000000,6,1
2024222346,2024-05-20 10:05:00.000000,3,1
2024222348,2024-05-20 10:29:00.000000,3,1
2024222349,2024-05-20 16:02:00.000000,3,1
2024222352,2024-05-20 13:07:00.000000,3,1
2024222353,2024-05-20 10:07:00.000000,3,1
2024222355,2024-05-20 13:20:00.000000,6,1
2024222356,2024-05-20 10:03:00.000000,3,1
2024222357,2024-05-20 08:05:00.000000,6,1
2024222366,2024-05-20 14:44:00.000000,3,1
2024222368,2024-05-20 09:08:00.000000,3,1
2024222369,2024-05-20 10:20:00.000000,3,1
2024222373,2024-05-20 00:06:00.000000,6,1
2024222378,2024-05-20 00:01:00.000000,6,1
2024222406,2024-05-22 09:23:00.000000,3,1
2024222408,2024-05-22 11:05:00.000000,3,1
2024222411,2024-05-22 10:11:00.000000,3,1
2024222414,2024-05-22 16:29:00.000000,3,1
2024222415,2024-05-22 23:09:00.000000,3,1
2024222416,2024-05-22 11:23:00.000000,6,1
2024222418,2024-05-22 09:09:00.000000,3,1
2024222420,2024-05-22 08:56:00.000000,3,1
2024222424,2024-05-22 11:12:00.000000,3,1
2024222426,2024-05-22 10:24:00.000000,3,1
2024222429,2024-05-22 10:09:00.000000,6,1
2024222431,2024-05-22 10:37:00.000000,3,1
2024222434,2024-05-22 10:07:00.000000,3,1
2024222435,2024-05-22 10:22:00.000000,6,1
2024222439,2024-05-22 10:23:00.000000,3,1
2024222443,2024-05-22 18:23:00.000000,3,1
2024222446,2024-05-22 12:30:00.000000,3,1
2024222447,2024-05-22 14:51:00.000000,3,1
2024222451,2024-05-22 23:19:00.000000,3,1
2024222452,2024-05-22 09:42:00.000000,3,1
2024222453,2024-05-22 09:55:00.000000,3,1
2024222454,2024-05-22 10:39:00.000000,3,1
2024222455,2024-05-22 10:24:00.000000,3,1
2024222457,2024-05-22 09:37:00.000000,3,1
2024222461,2024-05-22 17:42:00.000000,3,1
2024222463,2024-05-22 10:35:00.000000,6,1
2024222465,2024-05-22 09:09:00.000000,3,1
2024222466,2024-05-22 10:03:00.000000,6,1
2024222468,2024-05-22 15:38:00.000000,3,1
2024222475,2024-05-22 10:30:00.000000,3,1
2024222479,2024-05-22 07:46:00.000000,6,1
2024222480,2024-05-22 10:32:00.000000,6,1
2024222483,2024-05-22 10:10:00.000000,3,1
2024222484,2024-05-22 10:04:00.000000,6,1
2024222485,2024-05-22 10:06:00.000000,6,1
2024222488,2024-05-22 10:07:00.000000,6,1
2024222489,2024-05-22 10:00:00.000000,6,1
2024222490,2024-05-22 07:55:00.000000,3,1
2024222492,2024-05-22 09:23:00.000000,3,1
2024222497,2024-05-22 10:05:00.000000,3,1
2024222499,2024-05-22 10:01:00.000000,3,1
2024222500,2024-05-22 11:40:00.000000,6,1
2024222502,2024-05-22 16:27:00.000000,3,1
2024222504,2024-05-22 16:23:00.000000,6,1
2024222505,2024-05-22 09:55:00.000000,3,1
2024222507,2024-05-22 09:23:00.000000,3,1
2024222508,2024-05-22 12:39:00.000000,3,1
2024222509,2024-05-22 09:38:00.000000,6,1
2024222511,2024-05-22 10:04:00.000000,3,1
2024222513,2024-05-22 08:08:00.000000,6,1
2024222516,2024-05-22 23:22:00.000000,3,1
2024222518,2024-05-22 12:54:00.000000,3,1
2024222519,2024-05-22 10:30:00.000000,3,1
2024222523,2024-05-22 10:11:00.000000,4,1
2024222524,2024-05-22 12:04:00.000000,3,1
2024222525,2024-05-22 12:26:00.000000,3,1
2024222527,2024-05-22 10:02:00.000000,3,1
2024222530,2024-05-22 10:10:00.000000,3,1
2024222531,2024-05-22 10:30:00.000000,3,1
2024222532,2024-05-22 08:23:00.000000,3,1
2024222533,2024-05-22 08:29:00.000000,3,1
2024222534,2024-05-22 09:22:00.000000,3,1
2024222535,2024-05-22 09:56:00.000000,6,1
2024222538,2024-05-22 15:51:00.000000,3,1
2024222541,2024-05-22 10:03:00.000000,3,1
2024222543,2024-05-22 10:36:00.000000,6,1
2024222544,2024-05-22 15:59:00.000000,6,1
2024222545,2024-05-22 12:06:00.000000,3,1
2024222546,2024-05-22 10:09:00.000000,3,1
2024222547,2024-05-22 13:01:00.000000,6,1
2024222551,2024-05-22 10:00:00.000000,3,1
2024222554,2024-05-22 09:09:00.000000,3,1
2024222555,2024-05-22 10:12:00.000000,6,1
2024222556,2024-05-22 10:11:00.000000,3,1
2024222558,2024-05-22 09:24:00.000000,3,1
2024222560,2024-05-22 09:53:00.000000,3,1
2024222561,2024-05-22 10:35:00.000000,3,1
2024222564,2024-05-22 10:08:00.000000,3,1
2024222565,2024-05-22 10:28:00.000000,6,1
2024222566,2024-05-22 06:07:00.000000,3,1
2024222569,2024-05-22 10:08:00.000000,3,1
2024222570,2024-05-22 10:05:00.000000,6,1
2024222571,2024-05-22 18:18:00.000000,3,1
2024222572,2024-05-22 08:07:00.000000,3,1
2024222574,2024-05-22 10:05:00.000000,3,1
2024222575,2024-05-22 11:32:00.000000,3,1
2024222577,2024-05-22 00:01:00.000000,6,1
2024222578,2024-05-22 08:57:00.000000,3,1
2024222579,2024-05-22 08:23:00.000000,3,1
2024222580,2024-05-22 10:11:00.000000,3,1
2024222581,2024-05-22 09:26:00.000000,3,1
2024222582,2024-05-22 12:48:00.000000,3,1
2024222583,2024-05-22 16:28:00.000000,6,1
2024222585,2024-05-22 00:01:00.000000,6,1
2024222588,2024-05-22 00:01:00.000000,6,1
2024222589,2024-05-22 00:01:00.000000,6,1
2024222591,2024-05-22 00:01:00.000000,6,1
2024222597,2024-05-22 00:01:00.000000,6,1
2024222599,2024-05-22 00:01:00.000000,6,1
2024222601,2024-05-22 00:01:00.000000,6,1
2024222603,2024-05-22 00:01:00.000000,6,1
2024222604,2024-05-22 00:01:00.000000,6,1
2024222606,2024-05-22 00:01:00.000000,6,1
2024222607,2024-05-22 00:01:00.000000,6,1
2024222610,2024-05-22 00:01:00.000000,6,1
2024222612,2024-05-22 00:01:00.000000,6,1
2024222613,2024-05-22 00:01:00.000000,6,1
2024222616,2024-05-22 00:01:00.000000,6,1
2024222619,2024-05-22 00:01:00.000000,6,1
2024222620,2024-05-22 00:01:00.000000,6,1
2024222623,2024-05-22 00:01:00.000000,6,1
2024222626,2024-05-22 00:01:00.000000,6,1
2024222628,2024-05-22 00:01:00.000000,6,1
2024222634,2024-05-22 00:01:00.000000,6,1
2024222635,2024-05-22 00:01:00.000000,6,1
2024222640,2024-05-22 00:01:00.000000,6,1
2024222642,2024-05-22 00:01:00.000000,6,1
2024222644,2024-05-22 00:01:00.000000,6,1
2024222645,2024-05-22 00:01:00.000000,6,1
2024222647,2024-05-22 00:01:00.000000,6,1
2024222648,2024-05-22 00:01:00.000000,6,1
2024222649,2024-05-22 00:01:00.000000,6,1
2024222651,2024-05-22 00:01:00.000000,6,1
2024222653,2024-05-22 00:01:00.000000,6,1
2024222655,2024-05-22 00:01:00.000000,6,1
2024222656,2024-05-22 00:01:00.000000,6,1
2024222657,2024-05-22 00:01:00.000000,6,1
2024222658,2024-05-22 00:01:00.000000,6,1
2024222659,2024-05-22 00:01:00.000000,6,1
2024222660,2024-05-22 00:01:00.000000,6,1
2024222663,2024-05-22 00:01:00.000000,6,1
2024222664,2024-05-22 00:01:00.000000,6,1
2024222666,2024-05-22 00:01:00.000000,6,1
2024222667,2024-05-22 00:01:00.000000,6,1
2024222668,2024-05-22 00:01:00.000000,6,1
2024222669,2024-05-22 00:01:00.000000,6,1
2024222672,2024-05-22 00:01:00.000000,6,1
2024222674,2024-05-22 00:01:00.000000,6,1
2024222678,2024-05-22 00:01:00.000000,6,1
2024222681,2024-05-22 00:01:00.000000,6,1
2024222684,2024-05-22 00:01:00.000000,6,1
2024222687,2024-05-22 00:01:00.000000,6,1
2024222689,2024-05-22 00:01:00.000000,6,1
2024222690,2024-05-22 00:01:00.000000,6,1
2024222692,2024-05-22 00:01:00.000000,6,1
2024222694,2024-05-22 00:01:00.000000,6,1
2024222697,2024-05-22 00:01:00.000000,6,1
2024222699,2024-05-22 00:01:00.000000,6,1
2024222703,2024-05-22 00:01:00.000000,6,1
2024222705,2024-05-22 00:01:00.000000,6,1
2024222708,2024-05-22 00:01:00.000000,6,1
2024222709,2024-05-22 00:01:00.000000,6,1
2024222710,2024-05-22 00:01:00.000000,6,1
2024222712,2024-05-22 00:01:00.000000,6,1
2024222715,2024-05-22 00:01:00.000000,6,1
2024222716,2024-05-22 00:01:00.000000,6,1
2024222717,2024-05-22 00:01:00.000000,6,1
2024222719,2024-05-22 00:01:00.000000,6,1
2024222720,2024-05-22 00:01:00.000000,6,1
2024222721,2024-05-22 00:01:00.000000,6,1
2024222758,2024-05-22 00:01:00.000000,6,1
2024222760,2024-05-22 00:01:00.000000,6,1
2024222763,2024-05-22 00:01:00.000000,6,1
2024222767,2024-05-22 00:01:00.000000,6,1
2024222770,2024-05-22 09:57:00.000000,3,1
2024222773,2024-05-22 10:33:00.000000,6,1
2024222774,2024-05-22 09:48:00.000000,3,1
2024222775,2024-05-22 16:27:00.000000,3,1
2024222777,2024-05-22 09:53:00.000000,3,1
2024222778,2024-05-22 09:47:00.000000,3,1
2024222779,2024-05-22 10:32:00.000000,3,1
2024222781,2024-05-22 09:53:00.000000,3,1
2024222782,2024-05-22 09:43:00.000000,3,1
2024222784,2024-05-22 08:19:00.000000,3,1
2024222788,2024-05-22 17:42:00.000000,3,1
2024222789,2024-05-22 10:04:00.000000,3,1
2024222790,2024-05-22 00:01:00.000000,6,1
2024222792,2024-05-22 18:59:00.000000,3,1
2024222793,2024-05-22 10:05:00.000000,3,1
2024222795,2024-05-22 10:07:00.000000,3,1
2024222798,2024-05-22 10:10:00.000000,3,1
2024222799,2024-05-22 12:30:00.000000,3,1
2024222800,2024-05-22 20:33:00.000000,3,1
2024222801,2024-05-22 07:55:00.000000,3,1
2024222802,2024-05-22 13:00:00.000000,3,1
2024222803,2024-05-22 19:07:00.000000,3,1
2024222809,2024-05-22 10:38:00.000000,3,1
2024222810,2024-05-22 05:54:00.000000,6,1
2024222811,2024-05-22 09:34:00.000000,3,1
2024222812,2024-05-22 16:24:00.000000,3,1
2024222813,2024-05-22 00:07:00.000000,3,1
2024222814,2024-05-22 10:03:00.000000,3,1
2024222816,2024-05-22 10:01:00.000000,6,1
2024222818,2024-05-22 14:41:00.000000,3,1
2024222823,2024-05-22 10:30:00.000000,3,1
2024222824,2024-05-22 00:01:00.000000,6,1
2024222827,2024-05-22 12:52:00.000000,3,1
2024222830,2024-05-22 11:00:00.000000,4,1
2024222831,2024-05-22 10:35:00.000000,3,1
2024222836,2024-05-22 10:05:00.000000,3,1
2024222837,2024-05-22 09:11:00.000000,3,1
2024222840,2024-05-22 06:07:00.000000,3,1
2024222841,2024-05-22 09:50:00.000000,3,1
2024222843,2024-05-22 00:01:00.000000,6,1
2024222847,2024-05-22 08:37:00.000000,3,1
2024222848,2024-05-22 09:33:00.000000,3,1
2024222850,2024-05-22 10:26:00.000000,3,1
2024222851,2024-05-22 08:38:00.000000,3,1
2024222852,2024-05-22 10:02:00.000000,3,1
2024222853,2024-05-22 19:44:00.000000,3,1
2024222854,2024-05-22 11:11:00.000000,3,1
2024222857,2024-05-22 09:22:00.000000,3,1
2024222858,2024-05-22 10:06:00.000000,6,1
2024222859,2024-05-22 10:00:00.000000,6,1
2024222860,2024-05-22 09:42:00.000000,3,1
2024222861,2024-05-22 08:12:00.000000,6,1
2024222862,2024-05-22 09:30:00.000000,3,1
2024222863,2024-05-22 18:00:00.000000,3,1
2024222864,2024-05-22 10:14:00.000000,3,1
2024222867,2024-05-22 09:02:00.000000,3,1
2024222868,2024-05-22 13:12:00.000000,3,1
2024222869,2024-05-22 09:09:00.000000,3,1
2024222872,2024-05-22 10:34:00.000000,6,1
2024222873,2024-05-22 10:27:00.000000,3,1
2024222874,2024-05-22 09:51:00.000000,3,1
2024222876,2024-05-22 16:27:00.000000,6,1
2024222877,2024-05-22 15:49:00.000000,3,1
2024222884,2024-05-22 18:16:00.000000,3,1
2024222885,2024-05-22 11:07:00.000000,3,1
2024222887,2024-05-22 08:00:00.000000,3,1
2024222890,2024-05-22 09:29:00.000000,6,1
2024222891,2024-05-22 10:24:00.000000,6,1
2024222893,2024-05-22 09:22:00.000000,3,1
2024222894,2024-05-22 16:27:00.000000,3,1
2024222895,2024-05-22 11:09:00.000000,6,1
2024222896,2024-05-22 10:05:00.000000,4,1
2024222897,2024-05-22 13:54:00.000000,3,1
2024222898,2024-05-22 10:35:00.000000,3,1
2024222899,2024-05-22 09:59:00.000000,3,1
2024222901,2024-05-22 09:34:00.000000,3,1
2024222902,2024-05-22 05:58:00.000000,6,1
2024222903,2024-05-22 09:38:00.000000,3,1
2024222904,2024-05-22 09:53:00.000000,3,1
2024222906,2024-05-22 09:42:00.000000,3,1
2024222907,2024-05-22 10:12:00.000000,3,1
2024222910,2024-05-22 00:01:00.000000,6,1
2024222913,2024-05-22 09:58:00.000000,3,1
2024222916,2024-05-22 09:42:00.000000,3,1
2024222917,2024-05-22 10:26:00.000000,3,1
2024222918,2024-05-22 13:00:00.000000,3,1
2024222920,2024-05-22 09:49:00.000000,3,1
2024222922,2024-05-22 10:33:00.000000,6,1
2024222924,2024-05-22 09:49:00.000000,6,1
2024222926,2024-05-22 10:12:00.000000,6,1
2024222929,2024-05-22 10:20:00.000000,3,1
2024222931,2024-05-22 10:02:00.000000,3,1
2024222932,2024-05-22 10:06:00.000000,6,1
2024222935,2024-05-22 13:36:00.000000,6,1
2024222938,2024-05-22 00:01:00.000000,6,1
2024222941,2024-05-22 00:01:00.000000,6,1
2024222944,2024-05-22 00:01:00.000000,6,1
2024222946,2024-05-22 00:01:00.000000,6,1
2024222948,2024-05-22 00:01:00.000000,6,1
2024222950,2024-05-22 00:01:00.000000,6,1
2024222951,2024-05-22 00:01:00.000000,6,1
2024222954,2024-05-22 00:01:00.000000,6,1
2024222955,2024-05-22 00:01:00.000000,6,1
2024222957,2024-05-22 00:01:00.000000,6,1
2024222960,2024-05-22 00:01:00.000000,6,1
2024222962,2024-05-22 00:01:00.000000,6,1
2024222963,2024-05-22 00:01:00.000000,6,1
2024222965,2024-05-22 00:01:00.000000,6,1
2024222967,2024-05-22 08:23:00.000000,3,1
2024222968,2024-05-22 16:48:00.000000,4,1
2024222971,2024-05-22 10:10:00.000000,3,1
2024222974,2024-05-22 11:18:00.000000,3,1
2024222976,2024-05-22 12:40:00.000000,6,1
2024222978,2024-05-22 00:01:00.000000,6,1
2024222979,2024-05-22 10:25:00.000000,3,1
2024222986,2024-05-22 10:01:00.000000,3,1
2024222987,2024-05-22 10:06:00.000000,6,1
2024222992,2024-05-22 09:48:00.000000,4,1
2024222994,2024-05-22 10:10:00.000000,6,1
2024223017,2024-05-31 08:34:00.000000,3,1
2024223019,2024-05-31 08:51:00.000000,3,1
2024223021,2024-05-31 08:31:00.000000,3,1
2024223025,2024-05-31 08:39:00.000000,3,1
2024223028,2024-05-31 08:48:00.000000,3,1
2024223030,2024-05-31 08:38:00.000000,3,1
2024223031,2024-05-31 08:44:00.000000,3,1
2024223036,2024-05-31 08:51:00.000000,6,1
2024223042,2024-05-31 08:28:00.000000,6,1
2024223046,2024-05-31 08:55:00.000000,3,1
2024223047,2024-05-31 08:46:00.000000,6,1
2024223048,2024-05-31 08:31:00.000000,3,1
2024223050,2024-05-31 13:00:00.000000,3,1
2024223056,2024-05-31 08:33:00.000000,3,1
2024223057,2024-05-31 08:27:00.000000,3,1
2024223063,2024-05-31 08:28:00.000000,3,1
2024223071,2024-05-31 08:29:00.000000,3,1
2024223075,2024-05-31 08:40:00.000000,3,1
2024223076,2024-05-31 08:49:00.000000,3,1
2024223078,2024-05-31 08:37:00.000000,6,1
2024223083,2024-05-31 08:35:00.000000,3,1
2024223086,2024-05-31 08:34:00.000000,3,1
2024223088,2024-05-31 08:35:00.000000,3,1
2024223093,2024-05-31 08:31:00.000000,3,1
2024223098,2024-05-31 08:45:00.000000,3,1
2024223099,2024-05-31 08:27:00.000000,3,1
2024223105,2024-05-31 08:52:00.000000,4,1
2024223113,2024-05-31 08:43:00.000000,6,1
2024223116,2024-05-31 08:44:00.000000,6,1
2024223117,2024-05-31 08:34:00.000000,3,1
2024223123,2024-05-31 08:46:00.000000,6,1
2024223129,2024-05-31 08:52:00.000000,3,1
2024223134,2024-05-31 08:35:00.000000,3,1
2024223136,2024-05-31 08:47:00.000000,6,1
2024223139,2024-05-31 08:54:00.000000,3,1
2024223143,2024-05-31 08:53:00.000000,3,1
2024223151,2024-05-31 08:38:00.000000,3,1
2024223153,2024-05-31 08:52:00.000000,3,1
2024223154,2024-05-31 08:39:00.000000,6,1
2024223164,2024-05-31 08:36:00.000000,3,1
2024223165,2024-05-31 08:34:00.000000,3,1
2024223174,2024-05-31 17:31:00.000000,,1
2024223179,2024-05-31 08:34:00.000000,3,1
2024223188,2024-05-31 08:34:00.000000,3,1
2024223195,2024-05-31 08:32:00.000000,3,1
2024223198,2024-05-31 08:33:00.000000,4,1
2024223204,2024-05-31 08:34:00.000000,3,1
2024223211,2024-05-31 08:29:00.000000,3,1
2024223212,2024-05-31 08:36:00.000000,6,1
2024223214,2024-05-31 08:53:00.000000,3,1
2024223216,2024-05-31 08:34:00.000000,6,1
2024223217,2024-05-31 08:55:00.000000,3,1
2024223237,2024-05-31 08:34:00.000000,6,1
2024223239,2024-05-31 08:32:00.000000,3,1
2024223241,2024-05-31 08:28:00.000000,3,1
2024223242,2024-05-31 08:32:00.000000,3,1
2024223262,2024-05-31 08:27:00.000000,4,1
2024223278,2024-05-31 08:43:00.000000,6,1
2024223285,2024-05-31 08:52:00.000000,4,1
2024223288,2024-05-31 08:28:00.000000,3,1
2024223289,2024-05-31 08:54:00.000000,3,1
2024223295,2024-05-31 08:27:00.000000,6,1
2024223302,2024-05-31 08:34:00.000000,6,1
2024223304,2024-05-31 08:34:00.000000,6,1
2024223309,2024-05-31 08:48:00.000000,3,1
2024223311,2024-05-31 08:46:00.000000,4,1
2024223312,2024-05-31 08:46:00.000000,6,1
2024223316,2024-05-31 00:01:00.000000,6,1
2024223320,2024-05-31 00:01:00.000000,6,1
2024223327,2024-05-31 00:01:00.000000,6,1
2024223329,2024-05-31 00:01:00.000000,6,1
2024223336,2024-05-31 00:01:00.000000,6,1
2024223340,2024-05-31 00:01:00.000000,6,1
2024224001,2024-05-16 00:01:00.000000,6,1
2024224002,2024-05-16 00:01:00.000000,6,1
2024224004,2024-05-16 00:01:00.000000,6,1
2024224009,2024-05-16 00:01:00.000000,6,1
2024224010,2024-05-16 00:01:00.000000,6,1
2024224013,2024-05-16 00:01:00.000000,6,1
2024224016,2024-05-16 00:01:00.000000,6,1
2024224017,2024-05-16 00:01:00.000000,6,1
2024224030,2024-05-17 08:46:00.000000,3,1
2024224031,2024-05-17 11:11:00.000000,3,1
2024224033,2024-05-17 09:11:00.000000,3,1
2024224034,2024-05-17 17:08:00.000000,6,1
2024224037,2024-05-17 08:48:00.000000,3,1
2024224039,2024-05-17 10:50:00.000000,6,1
2024224041,2024-05-17 15:46:00.000000,3,1
2024224042,2024-05-17 14:15:00.000000,3,1
2024224043,2024-05-17 20:17:00.000000,3,1
2024224044,2024-05-17 23:05:00.000000,3,1
2024224045,2024-05-17 08:47:00.000000,3,1
2024224048,2024-05-17 08:52:00.000000,3,1
2024224049,2024-05-17 08:41:00.000000,3,1
2024224053,2024-05-17 08:43:00.000000,3,1
2024224054,2024-05-17 12:09:00.000000,3,1
2024224055,2024-05-17 11:31:00.000000,3,1
2024224056,2024-05-17 08:44:00.000000,3,1
2024224057,2024-05-17 08:50:00.000000,3,1
2024224061,2024-05-17 15:23:00.000000,3,1
2024224062,2024-05-17 08:46:00.000000,6,1
2024224064,2024-05-17 08:43:00.000000,3,1
2024224065,2024-05-17 08:41:00.000000,3,1
2024224066,2024-05-17 21:45:00.000000,3,1
2024224067,2024-05-17 08:45:00.000000,3,1
2024224069,2024-05-17 16:50:00.000000,3,1
2024224070,2024-05-17 11:10:00.000000,3,1
2024224071,2024-05-17 13:30:00.000000,3,1
2024224073,2024-05-17 11:08:00.000000,6,1
2024224074,2024-05-17 21:44:00.000000,3,1
2024224075,2024-05-17 13:01:00.000000,3,1
2024224076,2024-05-17 10:48:00.000000,3,1
2024224077,2024-05-17 11:11:00.000000,6,1
2024224079,2024-05-17 18:08:00.000000,3,1
2024224082,2024-05-17 08:54:00.000000,3,1
2024224083,2024-05-17 08:47:00.000000,3,1
2024224084,2024-05-17 08:51:00.000000,3,1
2024224085,2024-05-17 08:48:00.000000,3,1
2024224086,2024-05-17 08:51:00.000000,3,1
2024224087,2024-05-17 21:44:00.000000,3,1
2024224088,2024-05-17 22:53:00.000000,3,1
2024224090,2024-05-17 08:53:00.000000,3,1
2024224091,2024-05-17 08:54:00.000000,6,1
2024224092,2024-05-17 08:47:00.000000,3,1
2024224093,2024-05-17 08:53:00.000000,3,1
2024224094,2024-05-17 08:46:00.000000,3,1
2024224095,2024-05-17 07:20:00.000000,3,1
2024224096,2024-05-17 17:18:00.000000,3,1
2024224097,2024-05-17 20:16:00.000000,3,1
2024224099,2024-05-17 18:06:00.000000,3,1
2024224101,2024-05-17 15:14:00.000000,6,1
2024224106,2024-05-17 10:48:00.000000,3,1
2024224109,2024-05-17 08:46:00.000000,3,1
2024224110,2024-05-17 19:22:00.000000,4,1
2024224111,2024-05-17 08:49:00.000000,3,1
2024224112,2024-05-17 14:32:00.000000,3,1
2024224116,2024-05-17 08:47:00.000000,3,1
2024224118,2024-05-17 08:41:00.000000,3,1
2024224122,2024-05-17 21:44:00.000000,3,1
2024224126,2024-05-17 08:54:00.000000,3,1
2024224128,2024-05-17 08:45:00.000000,3,1
2024224130,2024-05-17 08:47:00.000000,6,1
2024224132,2024-05-17 10:57:00.000000,3,1
2024224133,2024-05-17 16:29:00.000000,6,1
2024224135,2024-05-17 10:59:00.000000,3,1
2024224137,2024-05-17 08:45:00.000000,4,1
2024224138,2024-05-17 08:49:00.000000,6,1
2024224140,2024-05-17 08:48:00.000000,3,1
2024224141,2024-05-17 08:42:00.000000,4,1
2024224142,2024-05-17 06:42:00.000000,3,1
2024224144,2024-05-17 11:08:00.000000,3,1
2024224146,2024-05-17 08:54:00.000000,6,1
2024224147,2024-05-17 08:45:00.000000,3,1
2024224148,2024-05-17 08:45:00.000000,3,1
2024224149,2024-05-17 21:44:00.000000,3,1
2024224150,2024-05-17 08:50:00.000000,6,1
2024224151,2024-05-17 08:50:00.000000,6,1
2024224155,2024-05-17 13:09:00.000000,3,1
2024224156,2024-05-17 08:53:00.000000,3,1
2024224157,2024-05-17 16:51:00.000000,3,1
2024224158,2024-05-17 08:44:00.000000,3,1
2024224159,2024-05-17 06:02:00.000000,3,1
2024224162,2024-05-17 14:11:00.000000,6,1
2024224163,2024-05-17 23:38:00.000000,3,1
2024224164,2024-05-17 11:10:00.000000,3,1
2024224165,2024-05-17 08:46:00.000000,6,1
2024224166,2024-05-17 08:45:00.000000,3,1
2024224168,2024-05-17 12:48:00.000000,3,1
2024224169,2024-05-17 08:45:00.000000,3,1
2024224172,2024-05-17 22:21:00.000000,3,1
2024224173,2024-05-17 12:37:00.000000,3,1
2024224174,2024-05-17 13:14:00.000000,3,1
2024224177,2024-05-17 08:50:00.000000,3,1
2024224178,2024-05-17 08:44:00.000000,3,1
2024224181,2024-05-17 08:46:00.000000,3,1
2024224182,2024-05-17 08:43:00.000000,3,1
2024224184,2024-05-17 08:44:00.000000,4,1
2024224185,2024-05-17 08:54:00.000000,3,1
2024224186,2024-05-17 11:48:00.000000,3,1
2024224187,2024-05-17 07:05:00.000000,3,1
2024224190,2024-05-17 12:35:00.000000,3,1
2024224194,2024-05-17 21:44:00.000000,3,1
2024224200,2024-05-17 10:07:00.000000,3,1
2024224201,2024-05-17 08:54:00.000000,3,1
2024224205,2024-05-17 08:54:00.000000,3,1
2024224207,2024-05-17 08:47:00.000000,3,1
2024224208,2024-05-17 08:46:00.000000,3,1
2024224209,2024-05-17 08:41:00.000000,3,1
2024224212,2024-05-17 08:48:00.000000,3,1
2024224214,2024-05-17 21:44:00.000000,3,1
2024224217,2024-05-17 21:44:00.000000,3,1
2024224218,2024-05-17 00:04:00.000000,3,1
2024224220,2024-05-17 08:43:00.000000,3,1
2024224221,2024-05-17 08:44:00.000000,3,1
2024224222,2024-05-17 08:47:00.000000,6,1
2024224223,2024-05-17 08:47:00.000000,3,1
2024224224,2024-05-17 11:09:00.000000,3,1
2024224225,2024-05-17 08:53:00.000000,3,1
2024224227,2024-05-17 08:48:00.000000,3,1
2024224228,2024-05-17 08:47:00.000000,6,1
2024224231,2024-05-17 08:50:00.000000,3,1
2024224234,2024-05-17 21:45:00.000000,4,1
2024224236,2024-05-17 13:08:00.000000,3,1
2024224237,2024-05-17 15:24:00.000000,3,1
2024224241,2024-05-17 16:33:00.000000,3,1
2024224243,2024-05-17 00:01:00.000000,3,1
2024224246,2024-05-17 08:48:00.000000,3,1
2024224248,2024-05-17 21:09:00.000000,3,1
2024224251,2024-05-17 21:22:00.000000,3,1
2024224252,2024-05-17 15:07:00.000000,3,1
2024224255,2024-05-17 11:08:00.000000,3,1
2024224257,2024-05-17 06:26:00.000000,3,1
2024224262,2024-05-17 08:42:00.000000,3,1
2024224264,2024-05-17 11:09:00.000000,3,1
2024224265,2024-05-17 14:23:00.000000,6,1
2024224266,2024-05-17 08:48:00.000000,3,1
2024224268,2024-05-17 08:45:00.000000,3,1
2024224269,2024-05-17 21:44:00.000000,3,1
2024224270,2024-05-17 08:53:00.000000,3,1
2024224274,2024-05-17 12:18:00.000000,3,1
2024224275,2024-05-17 08:46:00.000000,6,1
2024224278,2024-05-17 08:50:00.000000,3,1
2024224279,2024-05-17 08:47:00.000000,3,1
2024224280,2024-05-17 08:46:00.000000,3,1
2024224281,2024-05-17 16:17:00.000000,3,1
2024224282,2024-05-17 08:50:00.000000,3,1
2024224284,2024-05-17 07:44:00.000000,3,1
2024224285,2024-05-17 08:45:00.000000,3,1
2024224286,2024-05-17 13:26:00.000000,6,1
2024224289,2024-05-17 08:46:00.000000,3,1
2024224291,2024-05-17 21:57:00.000000,3,1
2024224293,2024-05-17 21:20:00.000000,3,1
2024224295,2024-05-17 08:36:00.000000,3,1
2024224297,2024-05-17 21:45:00.000000,6,1
2024224298,2024-05-17 08:31:00.000000,6,1
2024224300,2024-05-17 22:16:00.000000,3,1
2024224301,2024-05-17 06:20:00.000000,3,1
2024224303,2024-05-17 12:37:00.000000,3,1
2024224304,2024-05-17 08:37:00.000000,6,1
2024224305,2024-05-17 08:29:00.000000,3,1
2024224307,2024-05-17 08:51:00.000000,3,1
2024224308,2024-05-17 08:39:00.000000,3,1
2024224309,2024-05-17 08:31:00.000000,6,1
2024224311,2024-05-17 13:33:00.000000,3,1
2024224314,2024-05-17 00:01:00.000000,6,1
2024224315,2024-05-17 00:01:00.000000,6,1
2024224318,2024-05-17 00:01:00.000000,6,1
2024224320,2024-05-17 00:01:00.000000,6,1
2024224322,2024-05-17 00:01:00.000000,6,1
