"folio_recepcion","cantidad_items","cantidad_lm","cantidad_ls"
"2024360159",11,28,16
"2024363674",3,28,16
"2023476608",27,28,16
"2023455706",26,28,16
"2024361368",3,28,16
"2024362054",13,28,16
"2023476896",18,28,16
"2023477993",7,28,16
"2024364175",12,28,16
"2024353551",24,28,16
"2024372452",6,28,16
"2024361430",8,28,16
"2024357815",3,28,16
"2024359184",3,28,16
"2024354171",11,28,16
"2024360270",16,28,16
"2023477186",24,28,16
"2023477313",20,28,16
"2024356973",9,28,16
"2024358162",10,28,16
"2024359483",35,28,16
"2023455235",29,28,16
"2023477108",3,28,16
"2023459495",12,28,16
"2023477780",3,28,16
"2024350426",4,28,16
"2024353499",6,28,16
"2023470182",3,28,16
"2024350296",14,28,16
"2023476565",32,28,16
"2024358197",10,28,16
"2023470364",3,28,16
"2023476407",3,28,16
"2024357001",3,28,16
"2024351128",29,28,16
"2024365500",28,28,16
"2024352704",13,28,16
"2023459519",29,28,16
"2023459593",6,28,16
"2023459268",18,28,16
"2024356148",19,28,16
"2023459036",8,28,16
"2023475536",3,28,16
"2023459164",3,28,16
"2024350034",11,28,16
"2024357186",5,28,16
"2024357554",6,28,16
"2023475911",4,28,16
"2023459566",3,28,16
"2024362799",22,28,16
"2023477684",7,28,16
"2024351673",10,28,16
"2024372434",15,28,16
"2023478773",13,28,16
"2024366708",4,28,16
"2024359770",16,28,16
"2024353035",10,28,16
"2024357798",24,28,16
"2024357020",4,28,16
"2023459047",3,28,16
"2023191331",4,28,16
"2024354197",10,28,16
"2024364044",31,28,16
"2024364710",13,28,16
"2024357703",3,28,16
"2024354927",8,28,16
"2023470822",7,28,16
"2024363280",10,28,16
"2023477077",65,28,16
"2024366105",15,28,16
"2024353075",13,28,16
"2023460382",22,28,16
"2023459063",13,28,16
"2024350456",4,28,16
"2024360365",15,28,16
"2024353739",10,28,16
"2023477287",23,28,16
"2024358156",17,28,16
"2024350199",24,28,16
"2024358372",6,28,16
"2024365424",6,28,16
"2024350224",3,28,16
"2023464475",15,28,16
"2024359440",27,28,16
"2024352001",18,28,16
"2023477756",3,28,16
"2024359098",7,28,16
"2023470056",23,28,16
"2024354940",14,28,16
"2024352625",13,28,16
"2024363243",40,28,16
"2024363134",10,28,16
"2023476767",3,28,16
"2024190067",3,28,16
"2024357183",18,28,16
"2023478148",14,28,16
"2024354690",6,28,16
"2023476627",3,28,16
"2023470343",3,28,16
"2023455256",3,28,16
"2024356020",9,28,16
"2024360139",3,28,16
"2024366735",12,28,16
"2024366852",9,28,16
"2023470308",23,28,16
"2024356833",24,28,16
"2023476802",7,28,16
"2024360100",28,28,16
"2024372107",8,28,16
"2024363688",14,28,16
"2023460563",72,28,16
"2023459032",17,28,16
"2023478116",3,28,16
"2024354214",3,28,16
"2024352994",3,28,16
"2024366108",9,28,16
"2024351025",10,28,16
"2024356556",38,28,16
"2024353455",3,28,16
"2024357883",5,28,16
"2024363200",26,28,16
"2024350766",6,28,16
"2024358651",14,28,16
"2024351942",4,28,16
"2024353369",3,28,16
"2024353296",33,28,16
"2023470547",19,28,16
"2024354167",19,28,16
"2024356412",11,28,16
"2023460977",14,28,16
"2024075001",3,28,16
"2024361494",10,28,16
"2024361138",24,28,16
"2023476648",7,28,16
"2024364418",25,28,16
"2024363250",15,28,16
"2024351910",16,28,16
"2024363628",12,28,16
"2024364886",15,28,16
"2024357919",12,28,16
"2024357536",3,28,16
"2024350017",21,28,16
"2024356676",16,28,16
"2024024002",7,28,16
"2023455323",31,28,16
"2024351212",21,28,16
"2023477169",23,28,16
"2023477956",10,28,16
"2023464242",7,28,16
"2024357783",3,28,16
"2024356310",15,28,16
"2024360475",3,28,16
"2023460520",8,28,16
"2024353450",3,28,16
"2024351957",3,28,16
"2024356790",19,28,16
"2023477957",9,28,16
"2023476947",33,28,16
"2023460492",6,28,16
"2024361570",3,28,16
"2023475733",19,28,16
"2024361477",6,28,16
"2024352270",3,28,16
"2024352997",38,28,16
"2024350942",3,28,16
"2023476285",3,28,16
"2024372562",3,28,16
"2023477072",14,28,16
"2023455616",9,28,16
"2023476860",3,28,16
"2024358548",3,28,16
"2024359601",4,28,16
"2024363591",3,28,16
"2024361899",10,28,16
"2024350036",19,28,16
"2023460337",3,28,16
"2023477066",21,28,16
"2023470638",14,28,16
"2024352639",12,28,16
"2024357144",16,28,16
"2024359942",11,28,16
"2024365870",18,28,16
"2024353612",12,28,16
"2023460886",3,28,16
"2024003055",3,28,16
"2024357162",6,28,16
"2024359861",8,28,16
"2023475641",3,28,16
"2024364391",14,28,16
"2023459720",18,28,16
"2024350900",24,28,16
"2024356607",14,28,16
"2024352040",40,28,16
"2024363474",14,28,16
"2024359597",3,28,16
"2024354746",28,28,16
"2024360134",24,28,16
"2024360906",20,28,16
"2024366615",32,28,16
"2023475430",12,28,16
"2023459921",16,28,16
"2024363316",16,28,16
"2023476122",10,28,16
"2024350042",3,28,16
"2024363478",6,28,16
"2024364386",3,28,16
"2024072008",2,28,16
"2023459728",28,28,16
"2024366476",9,28,16
"2024013018",27,28,16
"2024359414",6,28,16
"2023475502",5,28,16
"2024356344",23,28,16
"2024361072",16,28,16
"2024364292",3,28,16
"2023459782",7,28,16
"2024360850",9,28,16
"2024360642",15,28,16
"2024363769",7,28,16
"2024351682",19,28,16
"2024356326",36,28,16
"2024353394",3,28,16
"2023478241",10,28,16
"2023476680",13,28,16
"2024366156",13,28,16
"2024364288",3,28,16
"2024353594",10,28,16
"2024361369",19,28,16
"2024354231",5,28,16
"2024353867",15,28,16
"2023460525",3,28,16
"2024353983",11,28,16
"2023478015",3,28,16
"2024359321",16,28,16
"2024358054",11,28,16
"2024352628",15,28,16
"2023470938",12,28,16
"2024354215",18,28,16
"2023470481",12,28,16
"2024363557",6,28,16
"2023470465",7,28,16
"2024359100",3,28,16
"2023478594",3,28,16
"2024366112",18,28,16
"2024363218",8,28,16
"2023476635",32,28,16
"2024364061",9,28,16
"2023459601",14,28,16
"2024356152",3,28,16
"2024350563",9,28,16
"2024361144",7,28,16
"2024364176",24,28,16
"2023460720",6,28,16
"2024353717",28,28,16
"2024352123",25,28,16
"2024358451",36,28,16
"2024372580",3,28,16
"2024352058",14,28,16
"2024350882",21,28,16
"2024361294",20,28,16
"2023464344",15,28,16
"2024353917",3,28,16
"2024360497",7,28,16
"2023470542",9,28,16
"2024359229",12,28,16
"2024353568",26,28,16
"2023459098",3,28,16
"2024353085",8,28,16
"2024353310",31,28,16
"2024365978",3,28,16
"2024352755",30,28,16
"2023455847",40,28,16
"2023470207",17,28,16
"2023470495",28,28,16
"2024356248",3,28,16
"2024359316",23,28,16
"2023477098",13,28,16
"2024353837",23,28,16
"2024363798",3,28,16
"2023477654",12,28,16
"2024365381",3,28,16
"2024353325",14,28,16
"2024372027",3,28,16
"2024353009",8,28,16
"2024363099",3,28,16
"2024359587",3,28,16
"2024350815",23,28,16
"2024365754",36,28,16
"2023459878",18,28,16
"2024366202",4,28,16
"2024365799",22,28,16
"2023476406",3,28,16
"2023460729",38,28,16
"2023478615",22,28,16
"2024363254",10,28,16
"2023470923",7,28,16
"2024359211",3,28,16
"2023455826",14,28,16
"2024364737",38,28,16
"2023477163",40,28,16
"2024351508",3,28,16
"2024352531",3,28,16
"2024372209",13,28,16
"2023036025",12,28,16
"2024352715",9,28,16
"2024356798",5,28,16
"2024357155",7,28,16
"2023476996",7,28,16
"2023455849",14,28,16
"2023459371",3,28,16
"2023477746",14,28,16
"2024358121",16,28,16
"2023455934",7,28,16
"2024352563",22,28,16
"2023460413",17,28,16
"2024363049",6,28,16
"2024354937",26,28,16
"2024356275",6,28,16
"2023477089",3,28,16
"2024352393",37,28,16
"2024354000",7,28,16
"2023477966",4,28,16
"2024356680",3,28,16
"2024354021",3,28,16
"2023459350",3,28,16
"2023476062",13,28,16
"2024357124",13,28,16
"2024353765",3,28,16
"2023477989",12,28,16
"2024357234",9,28,16
"2023476217",13,28,16
"2024354996",7,28,16
"2023477852",17,28,16
"2024359420",30,28,16
"2024352021",27,28,16
"2023459367",6,28,16
"2023470814",3,28,16
"2024364558",31,28,16
"2023459201",2,28,16
"2024364059",3,28,16
"2023460906",21,28,16
"2024356209",10,28,16
"2024354202",28,28,16
"2024363975",10,28,16
"2024364978",19,28,16
"2024363926",3,28,16
"2024360089",16,28,16
"2023478932",3,28,16
"2023478158",17,28,16
"2024350554",33,28,16
"2024361147",19,28,16
"2024352711",3,28,16
"2024361337",17,28,16
"2023476286",12,28,16
"2024358178",3,28,16
"2024350832",9,28,16
"2024353531",3,28,16
"2024357610",18,28,16
"2023478054",16,28,16
"2024350707",3,28,16
"2024350571",16,28,16
"2023470387",3,28,16
"2023477965",21,28,16
"2023477851",6,28,16
"2024350981",3,28,16
"2024365771",3,28,16
"2023470855",3,28,16
"2024358245",19,28,16
"2023470972",3,28,16
"2024364831",12,28,16
"2024366406",11,28,16
"2024356932",26,28,16
"2023459892",14,28,16
"2024358811",3,28,16
"2024362240",3,28,16
"2024350468",6,28,16
"2023478247",3,28,16
"2024359192",3,28,16
"2024359625",21,28,16
"2023478159",13,28,16
"2023470074",26,28,16
"2024372308",12,28,16
"2023476773",22,28,16
"2024350775",23,28,16
"2023470534",10,28,16
"2023476266",24,28,16
"2024358864",2,28,16
"2024372315",3,28,16
"2023476687",12,28,16
"2024352380",6,28,16
"2023459891",13,28,16
"2024353562",3,28,16
"2024364075",10,28,16
"2023477571",2,28,16
"2023455074",3,28,16
"2023476549",6,28,16
"2023476871",17,28,16
"2024363245",17,28,16
"2023476209",7,28,16
"2024350463",18,28,16
"2023476018",3,28,16
"2024356643",11,28,16
"2024354112",33,28,16
"2024365357",3,28,16
"2023459363",3,28,16
"2024354212",16,28,16
"2024354371",16,28,16
"2024354152",3,28,16
"2023478019",19,28,16
"2024184132",20,28,16
"2023477878",15,28,16
"2023189371",18,28,16
"2024375156",12,28,16
"2024360679",3,28,16
"2024366941",36,28,16
"2023478271",26,28,16
"2024360088",21,28,16
"2023464038",43,28,16
"2024365854",8,28,16
"2024350222",3,28,16
"2024353922",13,28,16
"2024360024",3,28,16
"2024350909",6,28,16
"2023470937",17,28,16
"2024366688",7,28,16
"2024361918",10,28,16
"2023477946",11,28,16
"2024351226",13,28,16
"2023475776",3,28,16
"2024361125",7,28,16
"2024365510",13,28,16
"2024356949",35,28,16
"2024364526",19,28,16
"2024365079",17,28,16
"2024350006",10,28,16
"2024363570",3,28,16
"2023455308",15,28,16
"2024357804",3,28,16
"2024184021",12,28,16
"2024184134",22,28,16
"2024350686",3,28,16
"2023459674",5,28,16
"2024356638",6,28,16
"2023470486",12,28,16
"2024362272",15,28,16
"2024375188",9,28,16
"2024358172",12,28,16
"2023470686",21,28,16
"2024364322",14,28,16
"2024363996",3,28,16
"2024365089",6,28,16
"2024356811",5,28,16
"2024353693",3,28,16
"2023470876",21,28,16
"2023460956",3,28,16
"2023476943",19,28,16
"2024366162",13,28,16
"2024356858",3,28,16
"2024352989",3,28,16
"2024351144",17,28,16
"2023460658",7,28,16
"2023475422",22,28,16
"2024356545",9,28,16
"2023459417",14,28,16
"2024360149",22,28,16
"2024357709",9,28,16
"2024351862",15,28,16
"2023464342",9,28,16
"2024360091",3,28,16
"2024358560",3,28,16
"2023478966",19,28,16
"2024362612",32,28,16
"2024352223",7,28,16
"2023478011",3,28,16
"2023455629",17,28,16
"2023470852",3,28,16
"2024359114",33,28,16
"2024364272",12,28,16
"2024366365",9,28,16
"2024358047",22,28,16
"2023460969",19,28,16
"2024364459",7,28,16
"2024353298",21,28,16
"2024361169",9,28,16
"2023476208",18,28,16
"2024363066",36,28,16
"2024351998",13,28,16
"2024353456",5,28,16
"2024354104",12,28,16
"2024361818",19,28,16
"2024358008",19,28,16
"2024359170",8,28,16
"2023475541",3,28,16
"2024358688",7,28,16
"2024361514",15,28,16
"2024354931",28,28,16
"2024352560",11,28,16
"2023478982",3,28,16
"2023478416",21,28,16
"2024361305",20,28,16
"2024363213",8,28,16
"2024359558",13,28,16
"2024352252",13,28,16
"2024363260",3,28,16
"2023477256",7,28,16
"2023478992",3,28,16
"2024353037",3,28,16
"2024359503",3,28,16
"2023464252",8,28,16
"2024350667",6,28,16
"2023470202",33,28,16
"2023460580",23,28,16
"2023478422",28,28,16
"2024359578",15,28,16
"2024366120",23,28,16
"2024357711",14,28,16
"2024362859",23,28,16
"2024354395",20,28,16
"2024356703",30,28,16
"2024356468",6,28,16
"2024352852",20,28,16
"2023460110",10,28,16
"2023476337",33,28,16
"2024363887",17,28,16
"2023478554",26,28,16
"2023464587",12,28,16
"2024356006",3,28,16
"2024361881",3,28,16
"2024361211",11,28,16
"2023476929",6,28,16
"2023460170",5,28,16
"2024361165",34,28,16
"2024350923",18,28,16
"2024363448",9,28,16
"2024356826",3,28,16
"2023459664",35,28,16
"2023460029",4,28,16
"2024372226",28,28,16
"2024360685",3,28,16
"2023478964",19,28,16
"2024352772",6,28,16
"2024354028",9,28,16
"2024360571",32,28,16
"2023476057",11,28,16
"2024365347",12,28,16
"2024365423",3,28,16
"2024363846",6,28,16
"2024350585",3,28,16
"2023455239",10,28,16
"2024372196",3,28,16
"2024362945",21,28,16
"2024363481",3,28,16
"2024360645",14,28,16
"2024354255",3,28,16
"2024360240",3,28,16
"2024035005",5,28,16
"2023477665",11,28,16
"2024364699",32,28,16
"2024350451",3,28,16
"2024353607",8,28,16
"2023470349",21,28,16
"2024352831",3,28,16
"2024353300",7,28,16
"2024352605",3,28,16
"2024358417",7,28,16
"2024365482",3,28,16
"2024356658",3,28,16
"2024358744",15,28,16
"2024359923",3,28,16
"2024358149",14,28,16
"2023478823",17,28,16
"2024362106",3,28,16
"2023459257",17,28,16
"2024351944",10,28,16
"2024353462",18,28,16
"2023476576",3,28,16
"2024351284",13,28,16
"2024351092",27,28,16
"2023478180",19,28,16
"2023455747",24,28,16
"2024362012",7,28,16
"2024364328",6,28,16
"2023476797",7,28,16
"2023478591",3,28,16
"2023470936",19,28,16
"2023470535",3,28,16
"2024364980",30,28,16
"2024364810",3,28,16
"2024356708",7,28,16
"2024356150",7,28,16
"2024362052",17,28,16
"2023477506",30,28,16
"2023464894",3,28,16
"2024357156",6,28,16
"2024359255",21,28,16
"2024357011",15,28,16
"2024372842",8,28,16
"2024360753",13,28,16
"2023459791",19,28,16
"2024354985",4,28,16
"2024350362",20,28,16
"2024357989",3,28,16
"2024360834",4,28,16
"2024358985",16,28,16
"2023478598",22,28,16
"2023459694",23,28,16
"2023476039",2,28,16
"2024353158",3,28,16
"2024357446",21,28,16
"2023476078",6,28,16
"2024354745",22,28,16
"2024366833",18,28,16
"2023470801",16,28,16
"2024353593",7,28,16
"2024361289",7,28,16
"2024366765",3,28,16
"2024356781",40,28,16
"2024359594",45,28,16
"2024361919",25,28,16
"2023470678",9,28,16
"2024352653",7,28,16
"2024354446",3,28,16
"2024365960",3,28,16
"2024356609",16,28,16
"2024361405",13,28,16
"2024351483",19,28,16
"2024352395",33,28,16
"2024356990",3,28,16
"2024361831",8,28,16
"2024353517",13,28,16
"2024360172",14,28,16
"2024354503",27,28,16
"2023475421",18,28,16
"2024366863",14,28,16
"2024351089",16,28,16
"2023460745",6,28,16
"2024372714",3,28,16
"2024356586",10,28,16
"2024366841",19,28,16
"2024360903",6,28,16
"2023478032",23,28,16
"2023455927",3,28,16
"2024356149",23,28,16
"2024358279",7,28,16
"2024360142",25,28,16
"2024360375",10,28,16
"2024372292",10,28,16
"2024366560",13,28,16
"2023455936",5,28,16
"2023470929",16,28,16
"2024352217",3,28,16
"2024356098",3,28,16
"2024357116",24,28,16
"2023475757",6,28,16
"2024364411",13,28,16
"2024354539",18,28,16
"2023470472",36,28,16
"2024372948",30,28,16
"2024013008",6,28,16
"2023455548",10,28,16
"2024357918",6,28,16
"2024360188",26,28,16
"2024350188",3,28,16
"2024363088",11,28,16
"2024351552",9,28,16
"2024372602",7,28,16
"2023464294",30,28,16
"2024361146",6,28,16
"2024359577",27,28,16
"2023475908",43,28,16
"2023470766",24,28,16
"2024364268",3,28,16
"2024364151",20,28,16
"2024356314",10,28,16
"2024363249",3,28,16
"2023477156",21,28,16
"2023476786",6,28,16
"2023459423",21,28,16
"2024350162",7,28,16
"2023477710",3,28,16
"2023476696",3,28,16
"2023460620",23,28,16
"2024364310",24,28,16
"2023476054",3,28,16
"2024356827",18,28,16
"2023455334",9,28,16
"2024353324",8,28,16
"2024354687",63,28,16
"2024350241",12,28,16
"2023459703",3,28,16
"2024361431",3,28,16
"2024352754",12,28,16
"2024356091",12,28,16
"2024356263",7,28,16
"2023476223",3,28,16
"2024352407",3,28,16
"2024363029",6,28,16
"2023478971",10,28,16
"2023455766",9,28,16
"2024365975",13,28,16
"2024354913",3,28,16
"2024361986",21,28,16
"2023460610",27,28,16
"2023476801",3,28,16
"2024362171",3,28,16
"2023460756",4,28,16
"2024351968",18,28,16
"2024356995",5,28,16
"2024362187",18,28,16
"2023478795",9,28,16
"2024364240",21,28,16
"2024360826",23,28,16
"2023459009",25,28,16
"2024190002",16,28,16
"2024354222",15,28,16
"2024353731",22,28,16
"2024360627",6,28,16
"2024359607",12,28,16
"2024360266",15,28,16
"2024360540",16,28,16
"2023460772",28,28,16
"2024354067",8,28,16
"2024364460",6,28,16
"2024356922",46,28,16
"2023475751",22,28,16
"2024353581",18,28,16
"2023475888",45,28,16
"2023476851",16,28,16
"2023459058",5,28,16
"2024359367",12,28,16
"2024350323",23,28,16
"2023476891",3,28,16
"2024351472",22,28,16
"2023470365",6,28,16
"2024354056",18,28,16
"2024365339",12,28,16
"2023478771",16,28,16
"2024154003",22,28,16
"2024356602",3,28,16
"2024361347",21,28,16
"2023478123",26,28,16
"2024364692",17,28,16
"2023475577",3,28,16
"2024361194",3,28,16
"2024360821",16,28,16
"2024357724",4,28,16
"2023464903",3,28,16
"2023470600",13,28,16
"2024352610",15,28,16
"2024364887",15,28,16
"2024353847",11,28,16
"2024351116",15,28,16
"2024361351",6,28,16
"2024363216",3,28,16
"2024354686",10,28,16
"2024358274",3,28,16
"2023478132",3,28,16
"2024360009",19,28,16
"2023478632",15,28,16
"2023476765",22,28,16
"2024360286",21,28,16
"2024364261",21,28,16
"2024356347",8,28,16
"2024360633",16,28,16
"2024360295",30,28,16
"2024350218",13,28,16
"2024354936",6,28,16
"2023459178",4,28,16
"2024354009",6,28,16
"2023478425",3,28,16
"2024356211",28,28,16
"2024353855",4,28,16
"2024359720",4,28,16
"2024361762",16,28,16
"2023459046",4,28,16
"2024363272",27,28,16
"2024359200",6,28,16
"2024356690",9,28,16
"2024350187",31,28,16
"2024360750",3,28,16
"2024351234",9,28,16
"2024356241",19,28,16
"2024359604",18,28,16
"2024361742",3,28,16
"2024354208",31,28,16
"2024353133",3,28,16
"2024363686",3,28,16
"2024360027",19,28,16
"2024366540",20,28,16
"2023475694",3,28,16
"2024365015",13,28,16
"2023478506",26,28,16
"2023464407",19,28,16
"2024356444",42,28,16
"2023477996",6,28,16
"2024372482",3,28,16
"2024361158",6,28,16
"2023459692",19,28,16
"2023477105",8,28,16
"2024351620",10,28,16
"2023476397",66,28,16
"2024366957",18,28,16
"2024363273",7,28,16
"2023459922",6,28,16
"2024354090",10,28,16
"2023455027",3,28,16
"2023459108",3,28,16
"2024362492",12,28,16
"2024359086",6,28,16
"2024358168",3,28,16
"2023464040",14,28,16
"2024358241",21,28,16
"2023459918",27,28,16
"2024357034",7,28,16
"2024358535",13,28,16
"2024351751",3,28,16
"2024353508",37,28,16
"2024366158",3,28,16
"2024366094",16,28,16
"2024363369",22,28,16
"2024356427",3,28,16
"2024360715",6,28,16
"2024351718",3,28,16
"2024353002",3,28,16
"2024359927",8,28,16
"2024360299",3,28,16
"2024359120",27,28,16
"2024352499",19,28,16
"2024357580",18,28,16
"2024361901",27,28,16
"2024357567",5,28,16
"2024364823",12,28,16
"2023475769",20,28,16
"2023477185",18,28,16
"2024353687",7,28,16
"2023460237",3,28,16
"2024351134",12,28,16
"2023478127",7,28,16
"2023455445",22,28,16
"2023460386",27,28,16
"2024365770",17,28,16
"2024351098",39,28,16
"2024361037",8,28,16
"2024353445",9,28,16
"2023478389",27,28,16
"2024354325",22,28,16
"2023478913",30,28,16
"2023477955",13,28,16
"2024353474",30,28,16
"2024351941",9,28,16
"2024358379",7,28,16
"2024351119",12,28,16
"2024352863",18,28,16
"2023459294",11,28,16
"2024363913",21,28,16
"2024351683",25,28,16
"2024359293",8,28,16
"2023455786",17,28,16
"2024363128",8,28,16
"2024365845",15,28,16
"2023464416",25,28,16
"2024354472",30,28,16
"2024043006",14,28,16
"2024363258",3,28,16
"2024357937",22,28,16
"2024361656",3,28,16
"2024354615",8,28,16
"2024363122",9,28,16
"2024352103",3,28,16
"2023475697",7,28,16
"2024357920",3,28,16
"2023459364",23,28,16
"2023459389",12,28,16
"2023455551",7,28,16
"2024352650",22,28,16
"2023455611",16,28,16
"2024362348",12,28,16
"2024356440",4,28,16
"2024357448",3,28,16
"2024358278",3,28,16
"2024354048",3,28,16
"2023459786",17,28,16
"2023476894",15,28,16
"2024362448",3,28,16
"2024361484",18,28,16
"2024362003",21,28,16
"2024352371",29,28,16
"2024365064",6,28,16
"2024353856",10,28,16
"2024372871",6,28,16
"2024356068",13,28,16
"2023459895",10,28,16
"2024363259",3,28,16
"2024352117",3,28,16
"2024351856",27,28,16
"2024356244",3,28,16
"2024358992",8,28,16
"2023463678",9,28,16
"2024357547",12,28,16
"2024360962",25,28,16
"2024356601",26,28,16
"2024372712",3,28,16
"2024362439",11,28,16
"2024358258",6,28,16
"2024364872",12,28,16
"2024359369",23,28,16
"2024360946",7,28,16
"2024351217",24,28,16
"2024358546",18,28,16
"2023455257",24,28,16
"2024354868",19,28,16
"2023477586",10,28,16
"2024372092",3,28,16
"2024361727",24,28,16
"2024363981",20,28,16
"2023478660",13,28,16
"2024366427",5,28,16
"2024353364",7,28,16
"2023455734",7,28,16
"2024352523",3,28,16
"2024364312",9,28,16
"2024363998",10,28,16
"2023476760",25,28,16
"2024352695",14,28,16
"2023470504",19,28,16
"2024372191",5,28,16
"2024359166",11,28,16
"2024358841",6,28,16
"2024357314",27,28,16
"2024356569",25,28,16
"2024353040",3,28,16
"2024353887",14,28,16
"2024089321",10,28,16
"2024359988",14,28,16
"2024352966",3,28,16
"2023460917",30,28,16
"2024359122",20,28,16
"2024353235",19,28,16
"2024364283",3,28,16
"2024358561",34,28,16
"2024351149",3,28,16
"2024357257",9,28,16
"2024365877",11,28,16
"2023459218",34,28,16
"2024365403",3,28,16
"2024351151",24,28,16
"2024364101",3,28,16
"2024356261",10,28,16
"2023460200",30,28,16
"2023470647",3,28,16
"2024366370",16,28,16
"2023455045",14,28,16
"2024360568",7,28,16
"2024356497",16,28,16
"2024358288",7,28,16
"2024375159",27,28,16
"2023478024",20,28,16
"2023464670",7,28,16
"2024359595",3,28,16
"2023455867",51,28,16
"2023459926",7,28,16
"2023459049",14,28,16
"2023459403",6,28,16
"2023478968",3,28,16
"2024359067",29,28,16
"2024357168",27,28,16
"2024357143",21,28,16
"2024351521",22,28,16
"2024354039",3,28,16
"2023478857",14,28,16
"2024353460",3,28,16
"2024359059",27,28,16
"2024352092",22,28,16
"2023476693",29,28,16
"2024353074",38,28,16
"2023459406",3,28,16
"2024358821",12,28,16
"2023470603",3,28,16
"2024360498",3,28,16
"2024152001",15,28,16
"2024354693",15,28,16
"2023476807",5,28,16
"2023477534",28,28,16
"2024365071",21,28,16
"2024359436",17,28,16
"2024356088",11,28,16
"2023478920",17,28,16
"2024366643",6,28,16
"2024358863",21,28,16
"2023470706",14,28,16
"2024353567",24,28,16
"2023475486",8,28,16
"2024350230",27,28,16
"2023460554",3,28,16
"2024351238",6,28,16
"2024351868",10,28,16
"2024365265",19,28,16
"2024351949",7,28,16
"2024360233",27,28,16
"2023455883",12,28,16
"2024372631",11,28,16
"2024365060",8,28,16
"2023460996",12,28,16
"2023477747",4,28,16
"2024353479",3,28,16
"2023477840",4,28,16
"2023478854",2,28,16
"2023455767",22,28,16
"2023459781",10,28,16
"2024351796",9,28,16
"2024353608",12,28,16
"2024361710",7,28,16
"2023470629",3,28,16
"2024350320",3,28,16
"2024358968",20,28,16
"2024356057",12,28,16
"2023460104",7,28,16
"2024353327",3,28,16
"2024351828",3,28,16
"2024354225",3,28,16
"2024351366",14,28,16
"2024359620",9,28,16
"2023460035",7,28,16
"2024190028",3,28,16
"2024359242",3,28,16
"2023478864",3,28,16
"2024363381",21,28,16
"2023464037",19,28,16
"2024365863",14,28,16
"2024363608",3,28,16
"2024363650",3,28,16
"2024359181",3,28,16
"2024365066",3,28,16
"2024359467",3,28,16
"2024360967",13,28,16
"2023459116",3,28,16
"2024363457",8,28,16
"2024360290",23,28,16
"2024366386",9,28,16
"2024350421",20,28,16
"2024353393",2,28,16
"2024352637",3,28,16
"2023475513",11,28,16
"2023470824",30,28,16
"2024359312",12,28,16
"2023476641",41,28,16
"2024362870",12,28,16
"2024366264",10,28,16
"2024362564",17,28,16
"2024351872",26,28,16
"2023459274",25,28,16
"2023459039",8,28,16
"2024365806",10,28,16
"2024352376",3,28,16
"2023464640",20,28,16
"2024375001",28,28,16
"2024359593",5,28,16
"2023464473",28,28,16
"2024362406",13,28,16
"2024357404",12,28,16
"2023476963",12,28,16
"2023455860",29,28,16
"2024363777",16,28,16
"2023460848",23,28,16
"2024352350",3,28,16
"2024357880",25,28,16
"2024361168",10,28,16
"2024359022",24,28,16
"2024364309",3,28,16
"2024362009",7,28,16
"2024361602",8,28,16
"2024357296",7,28,16
"2024357965",29,28,16
"2024354248",3,28,16
"2024357560",7,28,16
"2023475661",3,28,16
"2024354729",30,28,16
"2023455002",3,28,16
"2024351127",3,28,16
"2024358638",28,28,16
"2024360096",6,28,16
"2024363055",3,28,16
"2024361317",3,28,16
"2024350894",14,28,16
"2024365120",3,28,16
"2024358897",13,28,16
"2024351689",10,28,16
"2024351948",3,28,16
"2024352609",3,28,16
"2023455048",29,28,16
"2023477958",13,28,16
"2023477668",32,28,16
"2023476547",16,28,16
"2023459267",11,28,16
"2024352416",6,28,16
"2023478128",3,28,16
"2024356610",12,28,16
"2024364593",9,28,16
"2023459937",21,28,16
"2023475442",12,28,16
"2023470042",7,28,16
"2024359662",12,28,16
"2024350053",9,28,16
"2024358430",17,28,16
"2024350887",8,28,16
"2023455199",18,28,16
"2024350536",29,28,16
"2024350328",22,28,16
"2023477667",18,28,16
"2024352835",30,28,16
"2024365521",7,28,16
"2023478993",3,28,16
"2024351619",6,28,16
"2024357295",12,28,16
"2024358869",3,28,16
"2024365028",16,28,16
"2023460217",23,28,16
"2023476320",9,28,16
"2023460308",3,28,16
"2024353057",7,28,16
"2024363372",24,28,16
"2023470120",8,28,16
"2024365548",15,28,16
"2024360034",6,28,16
"2024354440",4,28,16
"2023478202",3,28,16
"2024360486",13,28,16
"2023475970",10,28,16
"2024360396",10,28,16
"2024350786",14,28,16
"2023476868",8,28,16
"2024365495",16,28,16
"2024357244",3,28,16
"2023476542",3,28,16
"2024363707",5,28,16
"2024359469",6,28,16
"2024350525",11,28,16
"2024366891",13,28,16
"2024361711",19,28,16
"2024359311",3,28,16
"2024360361",13,28,16
"2024364601",8,28,16
"2024364834",9,28,16
"2024361732",5,28,16
"2023459910",19,28,16
"2023460869",8,28,16
"2024350821",11,28,16
"2023470315",54,28,16
"2023460317",20,28,16
"2024352766",20,28,16
"2024357930",7,28,16
"2024364149",10,28,16
"2024358169",17,28,16
"2024364883",12,28,16
"2024365779",26,28,16
"2024363788",12,28,16
"2023470641",3,28,16
"2024364825",4,28,16
"2024354309",18,28,16
"2024361004",7,28,16
"2024358650",3,28,16
"2023455612",36,28,16
"2024360083",11,28,16
